,SIM_AV,SIM_DEC,SIM_DLMU,SIM_EXPOSURE_g,SIM_EXPOSURE_i,SIM_EXPOSURE_r,SIM_HOSTLIB_GALID,SIM_LENSDMU,SIM_LIBID,SIM_MAGSMEAR_COH,SIM_MODEL_INDEX,SIM_MODEL_NAME,SIM_MWEBV,SIM_NGEN_LIBID,SIM_NOBS_UNDEFINED,SIM_PEAKMAG_g,SIM_PEAKMAG_i,SIM_PEAKMAG_r,SIM_PEAKMJD,SIM_RA,SIM_REDSHIFT_CMB,SIM_REDSHIFT_FLAG,SIM_REDSHIFT_HELIO,SIM_REDSHIFT_HOST,SIM_RV,SIM_SEARCHEFF_MASK,SIM_SUBSAMPLE_INDEX,SIM_TEMPLATE_INDEX,SIM_TYPE_INDEX,SIM_TYPE_NAME,SIM_VPEC,delta_t_g,delta_t_i,delta_t_r,fluxcal_g,fluxcal_i,fluxcal_r,fluxcalerr_g,fluxcalerr_i,fluxcalerr_r,host_photoz,host_specz,libid,mag_g,mag_i,mag_r,magerr_g,magerr_i,magerr_r,magobs_g,magobs_i,magobs_r,median_delta_t_g,median_delta_t_i,median_delta_t_r,mjd_g,mjd_i,mjd_r,photflag_g,photflag_i,photflag_r,photprob_g,photprob_i,photprob_r,pkmag_g,pkmag_i,pkmag_r,pkmjd,psf_sig1_g,psf_sig1_i,psf_sig1_r,sky_sig_g,sky_sig_i,sky_sig_r,snid,snr_g,snr_i,snr_r,z,zeropt_g,zeropt_i,zeropt_r,offset,logprob,true_label,skymap_filename,area_fifty,area_ninety,costheta,mej
10,-9,3.094959974,34.24150467,1,1,1,-9,0,3980,0,7,SIMSED.BULLA-BNS-M2-2COMP       ,0.045980979,1,0,99,-9,99,58640,206.763916,0.016291747,1,0.014404509,0.014404509,-9,3,-9,519,0,UNKNOWN ,-273.7689514,"[3.017359999998007, 5.979460000002291, 3.0513499999942724]",[],"[5.979289999995672, 3.042890000004263, 6.921419999998761]",[533.1043],[],[1558.8645],[49.058617],[],[70.61408],-9,-9,3980,[20.68297],[],[19.517979],[0.09993852],[],[0.04919407],3.05135,,5.97929,3.05135,,5.97929,[58642.19333],[],[58642.23047],[4096],[],[6144],[],[],[],99,-9,99,58640,[],[],[],[],[],[],13981,[0.09202442],[],[0.04529841],0.014404509,[],[],[],0.075019513,3.661939606,1,/projects/caps/uiucsn/elcid/sssundar/bulla-lightcurves-ztf-simlib-with-host-ext/10.fits,0.483997906,1.613893584,1,0.039999999
11,-9,-6.623330116,33.10861969,1,1,1,-9,0,6952,0,7,SIMSED.BULLA-BNS-M2-2COMP       ,0.021730844,1,0,99,-9,99,58290.88281,266.3450623,0.009708819,1,0.008756203,0.008756203,-9,3,-9,403,0,UNKNOWN ,-330.8830261,[9.94032999999763],[],"[7.04146000000037, 6.0402199999953154, 2.836440000006405]",[4567.6562],[],[4911.748],[128.50624],[],[173.26213],-9,-9,6952,[18.350765],[],[18.27191],[0.03055348],[],[0.0383087],9.94033,,6.04022,9.94033,,6.04022,[58291.35341],[],[58291.27186],[6144],[],[4096],[],[],[],99,-9,99,58290.88281,[],[],[],[],[],[],16953,[0.02813396],[],[0.03527505],0.008756203,[],[],[],0.160329367,3.613047316,1,/projects/caps/uiucsn/elcid/sssundar/bulla-lightcurves-ztf-simlib-with-host-ext/11.fits,0.362839078,1.213218462,0.800000012,0.01
12,-9,-9.81194973,35.4527359,1,1,1,-9,0,7279,0,7,SIMSED.BULLA-BNS-M2-2COMP       ,0.036664844,1,0,99,-9,99,58636.63281,193.6863556,0.028233936,1,0.025268229,0.025268229,-9,3,-9,368,0,UNKNOWN ,-531.8069458,"[2.9347899999993388, 2.999439999999595, 8.021089999994729]",[],"[3.0255700000052457, 3.022799999998824, 4.955320000000938, 3.041899999996531, 2.940179999997781]",[804.76776],[],[1290.9618],[82.386246],[],[77.04415],-9,-9,7279,[20.235825],[],[19.722717],[0.11117674],[],[0.0648121],2.99944,,3.02557,2.99944,,3.02557,[58637.23346],[],[58637.18545],[6144],[],[4096],[],[],[],99,-9,99,58636.63281,[],[],[],[],[],[],17280,[0.1023727],[],[0.05967965],0.025268229,[],[],[],0.123121768,3.051608898,1,/projects/caps/uiucsn/elcid/sssundar/bulla-lightcurves-ztf-simlib-with-host-ext/12.fits,1.938001229,6.717015069,0.699999988,0.039999999
13,-9,46.67414093,33.36769867,1,1,1,-9,0,9120,0,7,SIMSED.BULLA-BNS-M2-2COMP       ,0.032898404,1,0,99,-9,99,58369.87109,329.5069885,0.010921367,1,0.010674139,0.010674139,-9,3,-9,424,0,UNKNOWN ,-344.5023499,"[1.0231000000057975, 1.0239199999996345, 0.9890899999954854, 0.9942200000004959, 1.0353499999982887, 1.9708100000061677, 1.0517799999943236, 0.9961800000019139, 1.029210000000603, 1.8955999999961932, 1.0105000000039581, 1.0009700000009616, 1.1045200000007753, 0.8062999999965541, 1.0667000000030384, 1.0735700000004726]",[],"[1.0194400000036694, 1.0062199999956647, 0.9745600000023842, 1.038780000002589, 1.0222599999979138, 0.999469999995199, 0.9413300000014715, 0.9937199999985751, 1.0244200000015553, 1.0164399999994203, 1.9846600000018952, 0.9947099999990314, 0.8985000000029686, 1.023430000001099, 1.070739999995567, 1.132949999999255, 0.7838000000047032]",[2458.127  2810.6323  770.4614],[],[3782.0933 6296.827  2398.811  1300.7322],[73.21537 70.99063 56.77465],[],[84.450714 96.48852  78.14622  74.74315 ],-9,-9,9120,[19.023489 18.87799  20.283123],[],[18.555668 18.002195 19.05001  19.71453 ],[0.03234654 0.02743006 0.08002642],[],[0.0242494  0.01664116 0.03537869 0.06240413],1.026565,,1.01644,1.026565,,1.01644,[58370.23396 58371.25706 58372.28098],[],[58370.28647 58371.30591 58372.31213 58373.28669],[4096 4096 4096],[],[6144 4096 4096 4096],[],[],[],99,-9,99,58369.87109,[],[],[],[],[],[],19121,[0.02978502 0.02525789 0.07368916],[],[0.02232909 0.01532335 0.03257706 0.05746236],0.010674139,[],[],[],0.123081606,4.234774028,1,/projects/caps/uiucsn/elcid/sssundar/bulla-lightcurves-ztf-simlib-with-host-ext/13.fits,0.079977982,0.261975309,0.800000012,0.050000001
14,-9,57.2537117,34.31991196,1,1,1,-9,0,9147,0,7,SIMSED.BULLA-BNS-M2-2COMP       ,0.023193737,1,0,99,-9,99,58778.27344,350.2112732,0.016851075,1,0.016923182,0.016923182,-9,3,-9,18,0,UNKNOWN ,-214.6178741,"[0.0030000000042491592, 0.9968099999969127, 0.0029900000008638017, 1.996500000001106, 0.002979999997478444, 0.9958600000027218, 0.0029599999979836866, 0.9980900000009569, 0.0029599999979836866, 1.9967499999984284, 0.0029500000018742867, 1.0058500000013737, 0.002939999998488929, 0.9870200000004843, 0.0029500000018742867, 0.9979800000000978, 0.0029500000018742867, 0.9974599999986822, 0.0029599999979836866, 1.0808099999994738, 0.0079600000026403, 0.8976399999955902, 0.015400000003864989, 1.9663300000029267, 0.017719999996188562, 0.010719999998400453, 0.025200000003678724, 0.9638500000000931, 1.013859999999113, 0.0022600000011152588, 1.0113599999967846, 0.00046999999904073775, 0.007330000000365544]",[],"[1.9969100000016624, 0.0030000000042491592, 0.9960999999966589, 0.003010000000358559, 0.9981899999984307, 0.003010000000358559, 1.9966500000009546, 0.0029999999969732016, 1.0039000000033411, 0.0029900000008638017, 0.989369999995688, 0.0029900000008638017, 0.9979000000021188, 0.0029999999969732016, 0.9973800000007031, 0.0029900000008638017, 0.1083100000032573, 0.0008999999990919605, 0.8770199999999022, 0.0004800000024260953, 0.03297000000020489, 0.005139999993843958, 1.978560000003199, 0.0013699999981326982, 0.9514699999999721, 0.006540000002132729, 2.996610000001965, 0.004189999999653082]",[635.08374 721.6219 ],[],[1416.3263],[59.809635 55.392525],[],[106.343254],-9,-9,9147,[20.492924 20.354225],[],[19.622091],[0.10227511 0.0833626 ],[],[0.08154108],0.01772,,0.019755,0.01772,,0.019755,[58779.17804 58779.18103],[],[58779.15304],[6144 4096],[],[4096],[],[],[],99,-9,99,58778.27344,[],[],[],[],[],[],19148,[0.09417598 0.07676115],[],[0.07508387],0.016923182,[],[],[],0.804704714,1.993390224,1,/projects/caps/uiucsn/elcid/sssundar/bulla-lightcurves-ztf-simlib-with-host-ext/14.fits,0.852328259,4.422056671,0,0.039999999
15,-9,65.16396332,35.10522842,1,1,1,-9,0,9325,0,7,SIMSED.BULLA-BNS-M2-2COMP       ,0.021552993,1,0,99,-9,99,58762.01563,271.5482788,0.02408566,1,0.023143394,0.023143394,-9,3,-9,416,0,UNKNOWN ,-352.6082458,"[1.001349999998638, 0.9913299999971059, 1.000690000000759, 0.9985500000038883, 0.9975199999971665, 1.0005900000032852, 0.9999299999981304, 1.0000500000023749, 1.0002199999944423, 1.0003600000054576, 0.9986299999945913, 0.9999400000015157, 1.0000900000013644, 0.9992399999973713, 1.0004400000034366, 1.0002000000022235, 0.9998199999972712]",[],"[1.0012599999972736, 0.9867400000002817, 1.0004400000034366, 0.9985299999971176, 1.0001800000027288, 1.0018399999971734, 0.9996800000008079, 0.9998000000050524, 1.0016099999993457, 1.0003099999958067, 0.9986399999979767, 1.000290000003588, 0.9997300000031828, 0.9992199999978766, 1.0004100000005565, 1.0001999999949476, 0.9998000000050524, 1.9999099999986356]",[1488.5709],[],[3680.76   1558.2937  614.2875],[97.09847],[],[102.010765  80.39362   79.944565],-9,-9,9325,[19.568077],[],[18.585155 19.518375 20.529072],[0.07083904],[],[0.03009805 0.05602761 0.14133415],1.00005,,1.00019,1.00005,,1.00019,[58763.18247],[],[58763.15465 58764.14139 58765.14183],[6144],[],[4096 4096 4096],[],[],[],99,-9,99,58762.01563,[],[],[],[],[],[],19326,[0.06522932],[],[0.02771459 0.0515908  0.13014194],0.023143394,[],[],[],0.145719461,3.80940089,1,/projects/caps/uiucsn/elcid/sssundar/bulla-lightcurves-ztf-simlib-with-host-ext/15.fits,0.302251095,1.033979623,0.800000012,0.039999999
16,-9,0.89331001,34.04551315,1,1,1,-9,0,86,0,7,SIMSED.BULLA-BNS-M2-2COMP       ,0.089977041,1,0,99,-9,99,58336.65234,233.6432953,0.014875208,1,0.014793609,0.014793609,-9,3,-9,252,0,UNKNOWN ,126.3361969,"[0.00044999999954598024, 8.007129999998142]",[],[0.013180000001739245],[1477.7932 1500.4639],[],[2608.3494 2566.762 ],[71.02482  58.476444],[],[ 82.131386 103.89948 ],-9,-9,86,[19.575966 19.559437],[],[18.959085 18.976536],[0.05219468 0.04232385],[],[0.03419584 0.04395999],4.00379,,0.01318,4.00379,,0.01318,[58337.16977 58337.17022],[],[58337.19023 58337.20341],[4096 4096],[],[4096 6144],[],[],[],99,-9,99,58336.65234,[],[],[],[],[],[],20087,[0.0480614  0.03897224],[],[0.03148788 0.04047881],0.014793609,[],[],[],0.997274698,2.748841124,1,/projects/caps/uiucsn/elcid/sssundar/bulla-lightcurves-ztf-simlib-with-host-ext/16.fits,1.919800586,6.452242467,0.5,0.01
17,-9,8.571660042,35.063694,1,1,1,-9,0,1113,0,7,SIMSED.BULLA-BNS-M2-2COMP       ,0.136576667,1,0,99,-9,99,58797.34375,12.20586967,0.02363723,1,0.022696706,0.022696706,-9,3,-9,416,0,UNKNOWN ,-612.3807983,"[3.0211900000067544, 1.0343099999954575, 0.0031799999997019768, 8.941490000004706, 0.020559999997203704, 1.9655199999979232, 0.004119999997783452]",[],"[0.998699999996461, 2.0764300000009825, 0.01989999999932479, 2.0031100000051083, 0.9193599999998696, 0.9827199999999721, 5.935279999997874, 0.0022699999972246587, 0.017230000004929025, 1.0403899999946589, 0.022260000005189795]",[],[],[3060.8267 1797.4105],[],[],[264.21262 235.1062 ],-9,-9,1113,[],[],[18.785404 19.363382],[],[],[0.09374425 0.14205177],1.03431,,0.98272,1.03431,,0.98272,[],[],[58798.21166 58799.21036],[],[],[4096 6144],[],[],[],99,-9,99,58797.34375,[],[],[],[],[],[],21114,[],[],[0.08632068 0.13080274],0.022696706,[],[],[],0.477382112,3.288230085,1,/projects/caps/uiucsn/elcid/sssundar/bulla-lightcurves-ztf-simlib-with-host-ext/17.fits,0.994756271,3.370435292,0.800000012,0.039999999
18,-9,47.47481918,33.87784958,1,1,1,-9,0,1125,0,7,SIMSED.BULLA-BNS-M2-2COMP       ,0.066180192,1,0,99,-9,99,58683.49219,288.7732849,0.013775798,1,0.014105224,0.014105224,-9,3,-9,518,0,UNKNOWN ,-62.66893005,"[1.0979499999957625, 2.9365299999990384, 1.9742800000021816, 1.0157600000020466, 1.979350000001432, 2.0367799999949057, 1.0012100000021746, 1.0189899999968475, 1.9830800000054296, 0.9965599999995902, 1.0035199999983888]",[],"[1.1015800000022864, 3.019509999998263, 1.9816199999986566, 1.012719999998808, 0.968059999999241, 1.0185200000050827, 0.9954099999958999, 1.9441200000001118, 1.021550000004936, 1.9811899999986053, 0.9965299999967101, 1.0037599999996019, 0.9993500000055064]",[4803.4697 1539.707 ],[],[8394.451 4628.987],[139.3591  106.27027],[],[151.74135 109.62647],-9,-9,1125,[18.296112 19.531404],[],[17.690018 18.336285],[0.03150722 0.0749555 ],[],[0.01963096 0.02571931],1.09795,,1.01852,1.09795,,1.01852,[58684.27638 58685.37433],[],[58684.248   58685.34958],[6144 4096],[],[4096 4096],[],[],[],99,-9,99,58683.49219,[],[],[],[],[],[],21126,[0.02901217 0.0690198 ],[],[0.01807639 0.02368261],0.014105224,[],[],[],0.179116565,4.017509374,1,/projects/caps/uiucsn/elcid/sssundar/bulla-lightcurves-ztf-simlib-with-host-ext/18.fits,0.116205655,0.391510727,1,0.039999999
19,-9,1.78192997,33.65755844,1,1,1,-9,0,3214,0,7,SIMSED.BULLA-BNS-M2-2COMP       ,0.336445063,1,0,99,-9,99,58542.85938,248.8275146,0.012437853,1,0.014527959,0.014527959,-9,3,-9,507,0,UNKNOWN ,675.7956543,[13.937480000000505],[],[],[1993.92],[],[4605.276],[82.42238],[],[114.55842],-9,-9,3214,[19.25073],[],[18.341862],[0.04489182],[],[0.02701476],13.93748,,,13.93748,,,[58543.52343],[],[58543.47944],[6144],[],[4096],[],[],[],99,-9,99,58542.85938,[],[],[],[],[],[],23215,[0.04133685],[],[0.02487547],0.014527959,[],[],[],0.555898218,3.210605933,1,/projects/caps/uiucsn/elcid/sssundar/bulla-lightcurves-ztf-simlib-with-host-ext/19.fits,0.788864681,2.588565363,1,0.02
20,-9,26.46137047,33.73714447,1,1,1,-9,0,3430,0,7,SIMSED.BULLA-BNS-M2-2COMP       ,0.085696712,1,0,99,-9,99,58693.77734,263.9660645,0.012898902,1,0.014890009,0.014890009,-9,3,-9,352,0,UNKNOWN ,534.8265991,[12.96371000000363],[],"[2.99322000000393, 2.9867799999992712, 4.007590000001073, 2.989559999994526]",[2412.602],[],[3505.3296],[66.37584],[],[76.56126],-9,-9,3430,[19.043785],[],[18.638178],[0.02987818],[],[0.02371974],12.96371,,2.99139,12.96371,,2.99139,[58694.30501],[],[58694.19119],[6144],[],[4096],[],[],[],99,-9,99,58693.77734,[],[],[],[],[],[],23431,[0.02751214],[],[0.02184139],0.014890009,[],[],[],0.376730315,3.551372161,1,/projects/caps/uiucsn/elcid/sssundar/bulla-lightcurves-ztf-simlib-with-host-ext/20.fits,0.588942377,2.032236428,0.699999988,0.01
21,-9,39.08874893,36.00349426,1,1,1,-9,0,6175,0,7,SIMSED.BULLA-BNS-M2-2COMP       ,0.035852842,1,0,99,-9,99,58350.73438,316.2126465,0.036016837,1,0.037602358,0.037602358,-9,3,-9,317,0,UNKNOWN ,188.0902557,"[0.9513399999996182, 8.006109999994806, 0.8557100000034552, 1.0213199999998324, 1.0553999999974621, 0.9465199999976903, 1.0337100000033388, 0.986060000002908, 1.0108299999992596, 0.9794099999999162, 1.0222199999989243, 0.9591000000000349]",[],"[0.9066800000000512, 0.9468500000002678, 0.16541000000142958, 0.8888899999947171, 0.12080000000423752, 0.8900599999979022, 0.914969999997993, 0.08263000000442844, 0.9255399999965448, 0.1002100000041537, 0.9277899999942747, 1.0641600000017206, 0.046450000001641456, 0.9344100000016624, 1.0152699999962351, 0.8911100000041188, 1.0812299999961397, 1.0344800000020768, 0.9038999999975204, 1.1205699999991339, 1.0012800000040443, 0.9557799999965937, 0.9118000000016764]",[527.739],[],[ 973.84174 1006.5055 ],[52.01019],[],[76.69126 97.95125],-9,-9,6175,[20.69395],[],[20.028778 19.99296 ],[0.1070284],[],[0.08552387 0.1056875 ],0.998445,,0.91497,0.998445,,0.91497,[58351.41086],[],[58351.36172 58352.2684 ],[6144],[],[4096 4096],[],[],[],99,-9,99,58350.73438,[],[],[],[],[],[],26176,[0.09855286],[],[0.07875126 0.09731814],0.037602358,[],[],[],0.916391337,2.792852861,1,/projects/caps/uiucsn/elcid/sssundar/bulla-lightcurves-ztf-simlib-with-host-ext/21.fits,2.896601629,14.04305597,0.600000024,0.039999999
22,-9,58.37754059,36.02190018,1,1,1,-9,0,6422,0,7,SIMSED.BULLA-BNS-M2-2COMP       ,0.054580532,1,0,99,-9,99,58364.24609,7.886400223,0.036254678,1,0.039625715,0.039625715,-9,3,-9,523,0,UNKNOWN ,755.6657715,"[0.01877999999851454, 1.0206400000024587, 1.1093000000037136, 0.8999599999951897, 0.1051900000020396, 0.9546300000001793, 0.9475400000010268, 1.0433499999999185, 0.0009500000014668331, 1.0025099999984377, 0.009039999997185078, 1.0358300000007148, 0.9751499999983935, 0.0004600000029313378, 1.0223499999992782, 0.8954599999997299, 1.0142699999996694, 0.00046999999904073775, 1.0304900000046473, 0.021819999994477257, 0.9737500000046566, 1.0026700000016717, 0.0004599999956553802, 1.0239999999976135, 2.031600000002072, 0.00044999999954598024, 0.8423900000052527]",[],"[0.0019299999985378236, 1.0008600000001024, 1.0126200000013341, 1.0010499999989406, 0.0009399999980814755, 0.982689999997092, 1.0416500000064843, 1.0275699999983772, 0.00046999999904073775, 1.0158900000024005, 0.933549999994284, 0.9560899999996764, 0.00044999999954598024, 1.0397700000030454, 1.0069399999993038, 0.9864500000039698, 0.0004599999956553802, 1.057619999999588, 0.996980000003532, 0.9715299999952549, 0.027920000000449363, 0.9208600000056322, 2.0171399999962887, 0.00046999999904073775, 1.0612200000032317]",[577.6725],[],[1374.4708  693.5091],[56.628277],[],[83.985855 78.38234 ],-9,-9,6422,[20.595795],[],[19.654661 20.39737 ],[0.10645878],[],[0.06635909 0.12274275],0.95463,,0.98645,0.95463,,0.98645,[58365.3016],[],[58365.34586 58366.35848],[4096],[],[6144 4096],[],[],[],99,-9,99,58364.24609,[],[],[],[],[],[],26423,[0.09802835],[],[0.06110414 0.1130228 ],0.039625715,[],[],[],0.4509241,3.39088286,1,/projects/caps/uiucsn/elcid/sssundar/bulla-lightcurves-ztf-simlib-with-host-ext/22.fits,0.573481295,1.974038983,1,0.050000001
23,-9,-1.662109971,33.95578766,1,1,1,-9,0,7779,0,7,SIMSED.BULLA-BNS-M2-2COMP       ,0.066398323,1,0,99,-9,99,58371.78906,74.5856781,0.014279201,1,0.014220779,0.014220779,-9,3,-9,421,0,UNKNOWN ,-37.48579788,"[3.0591799999965588, 2.9814299999998184, 2.9807400000063353, 0.9221199999956298]",[],"[2.9509499999985565, 3.0083300000042072, 5.96426000000065]",[858.0416],[],[3131.996],[68.00299],[],[89.621765],-9,-9,7779,[20.16623],[],[18.760447],[0.08606953],[],[0.03107578],2.981085,,3.00833,2.981085,,3.00833,[58374.46065],[],[58374.50133],[4096],[],[6144],[],[],[],99,-9,99,58371.78906,[],[],[],[],[],[],27780,[0.07925372],[],[0.0286149],0.014220779,[],[],[],0.483366398,3.095621296,1,/projects/caps/uiucsn/elcid/sssundar/bulla-lightcurves-ztf-simlib-with-host-ext/23.fits,1.310410495,4.441755378,0.800000012,0.050000001
24,-9,18.68268013,36.02220917,1,1,1,-9,0,524,0,7,SIMSED.BULLA-BNS-M2-2COMP       ,0.009761234,1,0,99,-9,99,58428.89063,113.1528015,0.036351528,1,0.03702816,0.03702816,-9,3,-9,458,0,UNKNOWN ,382.1269531,"[0.0009300000019720756, 0.9087500000023283, 0.008369999995920807, 2.0722400000013295, 0.0004600000029313378, 5.029759999997623, 0.004150000000663567, 0.936600000000908, 0.008709999994607642, 0.01794000000518281, 0.00044999999954598024, 0.9818899999954738, 0.003210000002582092, 2.0349500000011176, 0.015509999997448176, 1.8099900000015623, 0.039179999999760184]",[],"[0.0013699999981326982, 0.11639000000286615, 0.0008999999990919605, 2.861109999998007, 0.000919999998586718, 0.13803999999799998, 0.000910000002477318, 2.873670000000857, 0.01329000000259839, 0.0018299999937880784, 0.1227400000061607, 0.8359500000005937, 2.149859999997716, 0.014739999998710118, 0.8185099999973318, 0.005540000005566981, 2.0155499999964377, 0.016410000003816094, 0.060509999995701946, 0.00046999999904073775, 0.9069999999992433, 1.0322000000014668, 0.018300000003364403]",[500.2069  480.91248],[],[684.2846  959.22766 796.057  ],[40.27072 54.75212],[],[ 55.65007  113.563545  54.91494 ],-9,-9,524,[20.752125 20.794834],[],[20.411907 20.045197 20.247639],[0.08743183 0.12364163],[],[0.08831993 0.1285722  0.07491627],0.01794,,0.06051,0.01794,,0.06051,[58429.45439 58429.45532],[],[58429.38867 58429.50506 58429.50596],[6144 4096],[],[4096 4096 4096],[],[],[],99,-9,99,58428.89063,[],[],[],[],[],[],30525,[0.08050813 0.11385049],[],[0.08132591 0.1183906  0.06898367],0.03702816,[],[],[],0.391558167,2.881499684,1,/projects/caps/uiucsn/elcid/sssundar/bulla-lightcurves-ztf-simlib-with-host-ext/24.fits,1.911055259,6.672771084,0.899999976,0.02
25,-9,49.53847122,34.93860626,1,1,1,-9,0,824,0,7,SIMSED.BULLA-BNS-M2-2COMP       ,0.14714843,1,0,99,-9,99,58705.75781,285.6199341,0.022325888,1,0.021850929,0.021850929,-9,3,-9,524,0,UNKNOWN ,-283.8171082,"[0.996899999998277, 1.0011200000008103, 0.999629999998433, 0.9713900000060676, 0.99938999999722, 3.0005799999999, 1.0852299999969546, 1.0204200000007404, 0.9799300000013318, 1.0209299999987707, 0.9796600000045146, 1.0193699999945238, 1.9795300000041607, 1.022530000002007, 1.0000199999994948]",[],"[0.9969399999972666, 1.0013300000064191, 0.9995799999960582, 0.9743900000030408, 0.9997899999943911, 3.0001499999998487, 1.0841900000013993, 1.0211200000048848, 0.9788100000005215, 1.0216999999975087, 0.9789600000003702, 1.0207899999950314, 0.979140000003099, 0.9999000000025262, 1.024489999996149, 1.0000599999984843]",[869.6732],[],[1039.4425 1578.4478],[88.40292],[],[82.668686 93.24652 ],-9,-9,824,[20.15161],[],[19.958    19.504425],[0.1103927],[],[0.08637148 0.06415526],1.00112,,0.99998,1.00112,,0.99998,[58706.23274],[],[58706.20407 58707.20101],[6144],[],[4096 4096],[],[],[],99,-9,99,58705.75781,[],[],[],[],[],[],30825,[0.10165074],[],[0.07953175 0.05907482],0.021850929,[],[],[],0.153272784,3.634271564,1,/projects/caps/uiucsn/elcid/sssundar/bulla-lightcurves-ztf-simlib-with-host-ext/25.fits,0.331897527,1.196981448,1,0.050000001
26,-9,62.0327301,34.95808792,1,1,1,-9,0,1245,0,7,SIMSED.BULLA-BNS-M2-2COMP       ,0.100830346,1,0,99,-9,99,58428.59766,175.8611755,0.022480041,1,0.024024811,0.024024811,-9,3,-9,516,0,UNKNOWN ,584.1918945,[2.999069999998028],[],"[2.9989600000044447, 7.980919999994512, 2.8996900000056485]",[1952.4491],[],[4436.9116],[58.543888],[],[152.9099],-9,-9,1245,[19.27355],[],[18.382298],[0.03256354],[],[0.03742697],2.99907,,2.99896,2.99907,,2.99896,[58429.46983],[],[58429.54846],[4096],[],[6144],[],[],[],99,-9,99,58428.59766,[],[],[],[],[],[],31246,[0.02998485],[],[0.03446314],0.024024811,[],[],[],0.167827694,3.893251748,1,/projects/caps/uiucsn/elcid/sssundar/bulla-lightcurves-ztf-simlib-with-host-ext/26.fits,0.196255249,0.665862341,1,0.039999999
27,-9,50.10451889,35.92956543,1,1,1,-9,0,1446,0,7,SIMSED.BULLA-BNS-M2-2COMP       ,0.02378189,1,0,99,-9,99,58611.22266,235.7295227,0.034913119,1,0.034312323,0.034312323,-9,3,-9,414,0,UNKNOWN ,-119.3488541,[3.985020000000077],[],"[4.01585999999952, 0.9193200000008801, 0.9334099999978207]",[253.74489],[],[511.30295],[28.523516],[],[42.601624],-9,-9,1446,[21.489006],[],[20.728304],[0.12207749],[],[0.09048522],3.98502,,0.93341,3.98502,,0.93341,[58612.30028],[],[58612.35142],[4096],[],[6144],[],[],[],99,-9,99,58611.22266,[],[],[],[],[],[],31447,[0.11241021],[],[0.08331973],0.034312323,[],[],[],0.461025025,3.358483403,1,/projects/caps/uiucsn/elcid/sssundar/bulla-lightcurves-ztf-simlib-with-host-ext/27.fits,0.623183007,2.270494169,0.800000012,0.029999999
28,-9,22.44158936,35.64631271,1,1,1,-9,0,2247,0,7,SIMSED.BULLA-BNS-M2-2COMP       ,0.074361958,1,0,99,-9,99,58782.51172,26.65325928,0.030653372,1,0.032967288,0.032967288,-9,3,-9,267,0,UNKNOWN ,390.8367004,"[0.00044999999954598024, 0.0009399999980814755, 1.9983199999987846, 0.00044999999954598024, 0.0009399999980814755, 1.005590000000666, 0.00044999999954598024, 0.0009400000053574331, 0.9909399999960442, 0.00044999999954598024, 0.000919999998586718, 0.999550000000454, 0.00044999999954598024, 0.0009300000019720756, 0.9990299999990384, 0.0004600000029313378, 0.0009300000019720756, 0.18694999999570427, 0.018120000000635628, 0.9023300000044401, 0.00044999999954598024, 0.014019999995070975, 0.0036099999997531995, 0.003810000001976732, 2.894460000003164, 0.0008999999990919605, 7.025920000000042, 0.0004599999956553802]",[],"[0.00044999999954598024, 0.0009399999980814755, 1.9982600000003004, 0.0004399999961606227, 0.0009400000053574331, 1.0055199999987963, 0.00044999999954598024, 0.0009399999980814755, 0.9909699999989243, 0.00044999999954598024, 0.0009300000019720756, 0.9995100000014645, 0.00044999999954598024, 0.0009399999980814755, 0.9990099999995437, 0.00044999999954598024, 0.000919999998586718, 0.15430000000196742, 0.8997999999992317, 0.007730000004812609, 1.9859699999942677, 0.9399700000067241, 0.24320999999326887, 2.7566900000019814, 0.1707200000018929, 0.000910000002477318, 2.9138699999966775, 1.08524000000034, 0.02111000000149943, 0.0008999999990919605, 0.9677900000024238, 0.01984999999694992]",[547.286   565.25446],[],[1155.4463 1230.6823 1417.331 ],[67.91948  56.556767],[],[111.503586 109.9386   128.80194 ],-9,-9,2247,[20.654465 20.61939 ],[],[19.843124 19.774635 19.621323],[0.13477515 0.10866018],[],[0.10480183 0.09701393 0.09869177],0.00094,,0.02048,0.00094,,0.02048,[58783.16419 58783.16464],[],[58783.1361  58783.13655 58783.13749],[6144 4096],[],[4096 4096 4096],[],[],[],99,-9,99,58782.51172,[],[],[],[],[],[],32248,[0.12410235 0.10005541],[],[0.09650261 0.08933143 0.0908764 ],0.032967288,[],[],[],1.150695227,2.434605982,1,/projects/caps/uiucsn/elcid/sssundar/bulla-lightcurves-ztf-simlib-with-host-ext/28.fits,4.791008724,16.24390696,0.5,0.039999999
