,SIM_AV,SIM_DEC,SIM_DLMU,SIM_EXPOSURE_g,SIM_EXPOSURE_i,SIM_EXPOSURE_r,SIM_HOSTLIB_GALID,SIM_LENSDMU,SIM_LIBID,SIM_MAGSMEAR_COH,SIM_MODEL_INDEX,SIM_MODEL_NAME,SIM_MWEBV,SIM_NGEN_LIBID,SIM_NOBS_UNDEFINED,SIM_PEAKMAG_g,SIM_PEAKMAG_i,SIM_PEAKMAG_r,SIM_PEAKMJD,SIM_RA,SIM_REDSHIFT_CMB,SIM_REDSHIFT_FLAG,SIM_REDSHIFT_HELIO,SIM_REDSHIFT_HOST,SIM_RV,SIM_SEARCHEFF_MASK,SIM_SUBSAMPLE_INDEX,SIM_TEMPLATE_INDEX,SIM_TYPE_INDEX,SIM_TYPE_NAME,SIM_VPEC,delta_t_g,delta_t_i,delta_t_r,fluxcal_g,fluxcal_i,fluxcal_r,fluxcalerr_g,fluxcalerr_i,fluxcalerr_r,host_photoz,host_specz,libid,mag_g,mag_i,mag_r,magerr_g,magerr_i,magerr_r,magobs_g,magobs_i,magobs_r,median_delta_t_g,median_delta_t_i,median_delta_t_r,mjd_g,mjd_i,mjd_r,photflag_g,photflag_i,photflag_r,photprob_g,photprob_i,photprob_r,pkmag_g,pkmag_i,pkmag_r,pkmjd,psf_sig1_g,psf_sig1_i,psf_sig1_r,sky_sig_g,sky_sig_i,sky_sig_r,snid,snr_g,snr_i,snr_r,z,zeropt_g,zeropt_i,zeropt_r,offset,logprob,true_label,skymap_filename,area_fifty,area_ninety,costheta,mej
851,-9,24.95813942,33.06698608,1,1,1,-9,0,6103,0,7,SIMSED.BULLA-BNS-M2-2COMP       ,0.028599989,1,0,99,-9,99,58256.60938,289.1177673,0.00951654,1,0.009550803,0.009550803,-9,3,-9,417,0,UNKNOWN ,-180.8500061,"[0.01683000000048196, 2.962549999996554, 0.018810000001394656, 0.9597300000023097, 1.0236899999945308, 3.9991399999998976, 1.0365700000038487, 0.9774399999951129, 0.001830000001064036, 0.9835900000034599, 1.0200699999986682, 0.9332100000028731, 1.064939999996568, 0.9302499999976135, 0.00044999999954598024, 0.008800000003247987]",[],"[0.019809999997960404, 0.9793300000019372, 0.0004599999956553802, 1.009490000004007, 2.9392599999991944, 1.03577999999834, 2.953300000001036, 0.02141999999730615, 2.028150000005553, 0.9908299999951851, 0.0009500000014668331, 0.9865800000043237, 0.005659999995259568, 0.0013600000020232983, 1.0096899999989546, 1.0225599999976112, 0.9408800000019255, 0.954490000003716, 1.0590699999956996]",[4000.3645 3829.2832],[],[22209.414 22220.994 11954.969 11797.604  4744.729],[101.63224  121.194145],[],[169.73135 174.89742 156.75662 151.96065 176.84222],-9,-9,6103,[18.494751 18.542206],[],[16.633657 16.633091 17.30613  17.320515 18.309471],[0.02759064 0.03437114],[],[0.00829955 0.00854771 0.01423991 0.01398837 0.04047663],0.968585,,0.98658,0.968585,,0.98658,[58258.46216 58258.47899],[],[58257.43645 58257.45626 58258.43559 58258.43605 58259.44554],[4096 4096],[],[4096 4096 6144 4096 4096],[],[],[],99,-9,99,58256.60938,[],[],[],[],[],[],796104,[0.02540574 0.0316493 ],[],[0.00764232 0.00787082 0.01311226 0.01288064 0.0372713 ],0.009550803,[],[],[],0.211738755,4.09257108,1,/projects/caps/uiucsn/elcid/sssundar/bulla-lightcurves-ztf-simlib-with-host-ext/851.fits,0.133567498,0.442712423,0.800000012,0.039999999
852,-9,54.75701141,35.97188187,1,1,1,-9,0,6182,0,7,SIMSED.BULLA-BNS-M2-2COMP       ,0.176259801,1,0,99,-9,99,58539.01953,94.34542084,0.035564642,1,0.035501365,0.035501365,-9,3,-9,523,0,UNKNOWN ,4.94801569,"[0.00044999999954598024, 7.057170000000042, 8.882539999998698, 0.008500000003550667]",[],"[0.0004600000029313378, 6.886769999997341, 0.04471000000194181, 8.99652999999671, 2.0385999999998603]",[485.16345 460.34344],[],[1074.6803 1098.7946],[49.524242 44.949055],[],[67.66963 63.18465],-9,-9,6182,[20.78528  20.842295],[],[19.921803 19.897709],[0.11085609 0.10603968],[],[0.0683824  0.06244892],3.532835,,2.0386,3.532835,,2.0386,[58540.18441 58540.18486],[],[58540.235   58540.23546],[4096 4096],[],[6144 4096],[],[],[],99,-9,99,58539.01953,[],[],[],[],[],[],796183,[0.10207744 0.09764244],[],[0.06296722 0.05750361],0.035501365,[],[],[],0.465211623,3.316758298,1,/projects/caps/uiucsn/elcid/sssundar/bulla-lightcurves-ztf-simlib-with-host-ext/852.fits,0.494757285,1.693445302,1,0.050000001
853,-9,11.75881958,35.35887909,1,1,1,-9,0,6267,0,7,SIMSED.BULLA-BNS-M2-2COMP       ,0.062133532,1,0,99,-9,99,58396.89844,65.56712341,0.026935358,1,0.028929014,0.028929014,-9,3,-9,516,0,UNKNOWN ,495.6917725,[],[],[],[1202.8019],[],[],[53.29961],[],[],-9,-9,6267,[19.799515],[],[],[0.04812378],[],[],,,,,,,[58397.39275],[],[],[4096],[],[],[],[],[],99,-9,99,58396.89844,[],[],[],[],[],[],796268,[0.04431288],[],[],0.028929014,[],[],[],0.189021828,3.269311302,1,/projects/caps/uiucsn/elcid/sssundar/bulla-lightcurves-ztf-simlib-with-host-ext/853.fits,0.844932231,2.858328024,1,0.039999999
854,-9,35.95864868,35.99292755,1,1,1,-9,0,9422,0,7,SIMSED.BULLA-BNS-M2-2COMP       ,0.048631415,1,0,99,-9,99,58315.87891,310.1010742,0.035896499,1,0.03599865,0.03599865,-9,3,-9,412,0,UNKNOWN ,-231.1515198,"[0.02072000000043772, 0.993399999999383, 1.00803000000451, 0.9803299999985029, 0.0004599999956553802, 1.0408500000048662, 0.9783899999965797, 1.0268599999981234, 0.0004600000029313378, 0.9945099999968079, 1.033930000005057, 0.9526999999943655, 0.00047000000631669536, 1.035120000000461, 2.001619999995455, 0.02546000000438653, 0.9294599999993807, 0.8861399999950663, 1.0200000000040745, 0.9301199999972596, 1.0719299999982468, 1.0019800000009127]",[],"[0.0004600000029313378, 1.0723900000011781, 1.9261599999954342, 0.000840000000607688, 1.999710000003688, 1.0388499999971827, 0.010820000003150199, 1.069179999998596, 1.8047000000005937, 0.00046999999904073775, 1.1051099999967846, 0.96875, 0.9888300000020536, 0.006979999998293351, 0.9956900000033784, 1.0336699999970733, 2.946510000001581, 1.0308999999979278]",[],[],[736.31976 717.76013 726.69977],[],[],[ 71.53052   83.580376 106.99653 ],-9,-9,9422,[],[],[20.332335 20.36005  20.346613],[],[],[0.10550055 0.12646046 0.15989853],0.986865,,1.032285,0.986865,,1.032285,[],[],[58316.35071 58316.35117 58317.42356],[],[],[4096 4096 6144],[],[],[],99,-9,99,58315.87891,[],[],[],[],[],[],799423,[],[],[0.097146   0.11644611 0.14723623],0.03599865,[],[],[],0.346448102,2.412131854,1,/projects/caps/uiucsn/elcid/sssundar/bulla-lightcurves-ztf-simlib-with-host-ext/854.fits,8.607680495,28.10033911,0.800000012,0.029999999
855,-9,54.82621002,33.94895172,1,1,1,-9,0,352,0,7,SIMSED.BULLA-BNS-M2-2COMP       ,0.042555816,1,0,99,-9,99,58698.03516,268.6747742,0.014208063,1,0.016078809,0.016078809,-9,3,-9,168,0,UNKNOWN ,476.9273682,"[0.9965700000029756, 1.0035900000002584, 0.9991799999988871, 1.0004399999961606, 0.9954600000055507, 0.918839999998454, 1.0027599999957602, 0.9969100000016624, 1.0011100000047009, 0.9995899999994435, 0.9798200000004726, 0.9993699999977252, 3.0005799999999, 1.0852499999964493, 1.020410000004631]",[],"[0.9965200000006007, 1.003870000000461, 0.9994000000006054, 1.0018599999966682, 0.9946100000015576, 0.9177999999956228, 1.9994399999995949, 1.0013600000020233, 0.9996000000028289, 0.9827900000018417, 0.9997899999943911, 3.0001699999993434, 1.0841900000013993, 1.0211100000014994, 0.9788199999966309]",[639.4737],[],[1491.8713   457.64117],[56.454163],[],[64.33957  48.904495],-9,-9,352,[20.485443],[],[19.565672 20.848686],[0.0958745],[],[0.04683565 0.11605223],0.99959,,0.99979,0.99959,,0.99979,[58699.31168],[],[58699.28321 58700.27973],[6144],[],[4096 4096],[],[],[],99,-9,99,58698.03516,[],[],[],[],[],[],800353,[0.08828223],[],[0.04312675 0.1068621 ],0.016078809,[],[],[],0.279731097,3.525064116,1,/projects/caps/uiucsn/elcid/sssundar/bulla-lightcurves-ztf-simlib-with-host-ext/855.fits,0.300017704,1.047232861,0.300000012,0.039999999
856,-9,0.313149989,35.24227142,1,1,1,-9,0,1299,0,7,SIMSED.BULLA-BNS-M2-2COMP       ,0.009998928,1,0,99,-9,99,58636.07031,173.1230316,0.025653772,1,0.023547571,0.023547571,-9,3,-9,166,0,UNKNOWN ,-250.5782471,"[2.9357299999974202, 9.002230000005511]",[],"[3.0378899999996065, 3.0192600000009406, 2.9731299999984913]",[1028.858],[],[2308.4111],[82.92666],[],[74.56456],-9,-9,1299,[19.96911],[],[19.091717],[0.08753233],[],[0.03507916],5.96898,,3.01926,5.96898,,3.01926,[58637.23442],[],[58637.18135],[6144],[],[4096],[],[],[],99,-9,99,58636.07031,[],[],[],[],[],[],801300,[0.08060068],[],[0.03230125],0.023547571,[],[],[],4.322229866,1.756657077,1,/projects/caps/uiucsn/elcid/sssundar/bulla-lightcurves-ztf-simlib-with-host-ext/856.fits,5.78289656,20.23912094,0.300000012,0.039999999
857,-9,8.027370453,35.98429871,1,1,1,-9,0,2197,0,7,SIMSED.BULLA-BNS-M2-2COMP       ,0.010307636,1,0,99,-9,99,58367.84766,29.10375977,0.035757329,1,0.035871807,0.035871807,-9,3,-9,317,0,UNKNOWN ,-246.5726776,"[1.0517600000021048, 1.9281599999958416, 1.0382600000011735, 0.01464000000123633, 1.9688200000018696, 1.0330999999932828, 1.944630000005418, 1.071879999995872, 1.9597500000018044, 2.0323500000013155, 1.0017299999963143, 2.0065800000011222]",[],"[1.001909999999043, 1.9873000000006869, 0.9697599999999511, 2.0005900000032852, 1.0200599999952829, 2.013310000002093, 0.9734299999981886, 2.035909999998694, 1.924380000004021, 1.032019999998738, 1.9290000000037253, 1.081289999994624]",[520.5693],[],[1043.6774   825.30206],[46.781166],[],[56.674797 52.703472],-9,-9,2197,[20.708803],[],[19.953585 20.208467],[0.09759382],[],[0.05897304 0.06935154],1.50002,,1.502835,1.50002,,1.502835,[58368.40116],[],[58368.43363 58369.43554],[4096],[],[6144 4096],[],[],[],99,-9,99,58367.84766,[],[],[],[],[],[],802198,[0.0898654],[],[0.05430299 0.06385961],0.035871807,[],[],[],0.621709888,2.40515198,1,/projects/caps/uiucsn/elcid/sssundar/bulla-lightcurves-ztf-simlib-with-host-ext/857.fits,8.99966278,28.79945051,0.600000024,0.039999999
858,-9,28.93642044,34.98728561,1,1,1,-9,0,4413,0,7,SIMSED.BULLA-BNS-M2-2COMP       ,0.020186422,1,0,99,-9,99,58492.65234,161.9495392,0.022859974,1,0.020725312,0.020725312,-9,3,-9,307,0,UNKNOWN ,-328.1094666,"[0.930980000004638, 0.038369999994756654, 7.9195700000054785, 0.017840000000433065, 2.9994200000001, 2.011109999999462, 0.040750000000116415, 1.0162899999995716, 2.896099999998114]",[],"[0.001830000001064036, 1.0102899999983492, 8.065000000002328, 0.00923999999940861, 2.9776999999958207, 2.971960000002582, 1.8061499999967054, 1.1074100000041653, 0.0013699999981326982]",[1066.6179  258.4974  259.1135],[],[2076.1514 2051.556   851.0629],[50.019005 39.765953 34.644295],[],[63.263973 62.81478  52.04998 ],-9,-9,4413,[19.929977 21.468859 21.466274],[],[19.206852 19.219791 20.175095],[0.05092793 0.16706482 0.14520164],[],[0.03309232 0.03325127 0.06641845],1.01629,,1.10741,1.01629,,1.10741,[58493.55177 58494.48275 58494.52112],[],[58493.44148 58493.44331 58494.4536 ],[6144 4096 4096],[],[4096 4096 4096],[],[],[],99,-9,99,58492.65234,[],[],[],[],[],[],804414,[0.04689496 0.15383501 0.13370317],[],[0.03047175 0.03061812 0.06115879],0.020725312,[],[],[],0.421812811,3.038204718,1,/projects/caps/uiucsn/elcid/sssundar/bulla-lightcurves-ztf-simlib-with-host-ext/858.fits,0.954684908,3.209353783,0.600000024,0.02
859,-9,7.276259899,35.0618515,1,1,1,-9,0,4874,0,7,SIMSED.BULLA-BNS-M2-2COMP       ,0.017746335,1,0,99,-9,99,58290.60547,298.6216125,0.02358097,1,0.024253614,0.024253614,-9,3,-9,520,0,UNKNOWN ,-45.95656586,"[0.9951299999956973, 1.9462500000008731, 6.086410000003525, 0.8731799999950454, 2.082170000001497, 1.0209900000045309, 1.9131299999935436, 1.0021700000070268]",[],"[1.1483600000065053, 3.871899999998277, 1.0750699999989592, 2.926769999998214, 1.0420599999997648, 2.9814100000003236, 2.0162600000039674]",[514.92706],[],[1231.522],[74.0709],[],[126.13093],-9,-9,4874,[20.720634],[],[19.773895],[0.15621823],[],[0.11122675],1.46706,,2.01626,1.46706,,2.01626,[58291.41698],[],[58291.31451],[6144],[],[4096],[],[],[],99,-9,99,58290.60547,[],[],[],[],[],[],804875,[0.14384736],[],[0.10241874],0.024253614,[],[],[],0.274524263,3.272328781,1,/projects/caps/uiucsn/elcid/sssundar/bulla-lightcurves-ztf-simlib-with-host-ext/859.fits,1.182622221,3.953750265,1,0.039999999
860,-9,50.63235855,34.58578873,1,1,1,-9,0,6795,0,7,SIMSED.BULLA-BNS-M2-2COMP       ,0.020221572,1,0,99,-9,99,58485.62109,77.82164764,0.019029438,1,0.018309511,0.018309511,-9,3,-9,367,0,UNKNOWN ,-246.8663483,"[0.0004800000024260953, 1.0286899999991874, 0.006639999999606516, 2.0053100000004633, 0.0004800000024260953, 0.9712499999950523, 2.0119899999990594, 0.0013900000049034134, 2.0203099999998813, 7.997969999996712]",[],"[1.1100399999995716, 0.011160000001837034, 1.0021500000002561, 1.916060000003199, 0.03028999999514781, 1.0240300000004936, 2.0312600000033854, 2.023349999995844, 7.983930000002147, 0.011259999999310821]",[1183.1957 1102.5035],[],[3665.4968 3332.358  3077.4504 1167.013 ],[ 93.109795 109.46028 ],[],[124.80455   95.57454   90.161575  97.63261 ],-9,-9,6795,[19.817358 19.89405 ],[],[18.589668 18.693121 18.779522 19.83231 ],[0.08546112 0.10782175],[],[0.03697664 0.0311473  0.03181707 0.09085504],0.99997,,1.067035,0.99997,,1.067035,[58487.19074 58487.19122],[],[58486.13297 58487.24301 58487.25417 58488.25632],[6144 4096],[],[4096 4096 4096 4096],[],[],[],99,-9,99,58485.62109,[],[],[],[],[],[],806796,[0.07869349 0.09928338],[],[0.03404847 0.02868075 0.02929749 0.08366026],0.018309511,[],[],[],0.142529792,4.062517175,1,/projects/caps/uiucsn/elcid/sssundar/bulla-lightcurves-ztf-simlib-with-host-ext/860.fits,0.172892162,0.581172892,0.699999988,0.039999999
861,-9,61.66807175,34.20933533,1,1,1,-9,0,8940,0,7,SIMSED.BULLA-BNS-M2-2COMP       ,0.045276489,1,0,99,-9,99,58343.72266,11.21662045,0.01599751,1,0.017802786,0.017802786,-9,3,-9,24,0,UNKNOWN ,333.0385132,"[0.0009500000014668331, 1.0032800000044517, 0.0009399999980814755, 0.955549999998766, 0.0005000000019208528, 0.9781399999992573, 0.0004899999985354953, 1.0199700000011944, 0.025439999997615814, 1.0113600000040606, 0.0023699999946984462, 1.0265700000018114, 0.0009500000014668331, 1.0049999999973807, 0.0009500000014668331, 0.9539300000033109, 0.0014200000005075708, 8.020249999994121, 0.03749000000243541, 0.9611300000033225, 0.03110999999626074, 1.0262199999997392]",[],"[0.03620000000228174, 0.8901499999992666, 0.028579999998328276, 1.0102700000061304, 0.0014099999971222132, 1.0248500000016065, 0.0005000000019208528, 0.98117999999522, 0.0014500000033876859, 0.9344100000016624, 0.0004999999946448952, 1.0476500000004307, 0.0009399999980814755, 0.9914500000013504, 0.0009500000014668331, 0.9405699999988428, 0.15665000000444707, 0.950089999998454, 0.0009399999980814755, 0.04078999999910593, 0.016110000004118774, 0.853609999998298, 0.0005000000019208528, 0.08488999999826774, 0.001029999999445863, 0.9064399999988382, 0.1297100000010687, 0.0009500000014668331, 0.9349999999976717, 0.0009300000019720756, 0.05947999999625608, 0.02771000000211643, 0.728690000003553, 0.1892699999953038, 0.0019600000014179386, 0.06321000000025379, 0.9386000000013155, 0.009819999999308493, 0.8837799999964773, 0.020820000005187467, 0.9893999999985681, 0.022649999998975545, 0.9772999999986496, 0.03179000000091037, 0.9911599999977625, 0.06369000000267988]",[501.5129 634.3898],[],[1063.964  1006.1643  660.9351  588.3796],[63.56183  58.891758],[],[69.58413  66.9836   80.283066 82.01582 ],-9,-9,8940,[20.749294 20.49411 ],[],[19.932682 19.993328 20.449604 20.575855],[0.1376398  0.10081569],[],[0.0710253  0.07229851 0.13191523 0.15138046],0.49571,,0.06345,0.49571,,0.06345,[58344.40319 58344.40414],[],[58344.43375 58344.46995 58345.3601  58345.38868],[4096 4096],[],[6144 4096 4096 4096],[],[],[],99,-9,99,58343.72266,[],[],[],[],[],[],808941,[0.12674016 0.09283213],[],[0.06540083 0.06657322 0.12146891 0.1393927 ],0.017802786,[],[],[],132.6098536,-3.157139998,1,/projects/caps/uiucsn/elcid/sssundar/bulla-lightcurves-ztf-simlib-with-host-ext/861.fits,33.40440499,168.8027641,0,0.050000001
862,-9,38.66379929,36.41646194,1,1,1,-9,0,1756,0,7,SIMSED.BULLA-BNS-M2-2COMP       ,0.029319404,1,0,99,-9,99,58784.51172,353.8240967,0.043297019,1,0.045686655,0.045686655,-9,3,-9,466,0,UNKNOWN ,373.1883545,"[1.008800000003248, 0.9899699999950826, 1.0009199999985867, 1.0004200000039418, 1.0799100000003818, 0.9237900000007357, 1.998859999999695, 0.01922000000195112, 1.9822799999965355, 0.9938600000023143, 1.9711999999999534, 2.032629999994242, 2.034430000006978, 0.9661699999996927]",[],"[1.006890000004205, 0.9923699999999371, 1.0008899999957066, 1.000370000001567, 0.10605000000214204, 0.8825499999948079, 0.02923000000009779, 1.9888200000059442, 0.9482299999945099, 3.003150000004098, 2.1448099999979604, 0.9685800000006566, 1.0519399999975576, 0.04366999999911059, 0.9495200000019395]",[561.95416],[],[1016.89325  831.4601 ],[51.584866],[],[83.1742  74.59179],-9,-9,1756,[20.625748],[],[19.981812 20.200397],[0.09968992],[],[0.0888266  0.09742702],1.00486,,0.99237,1.00486,,0.99237,[58785.17959],[],[58785.1524  58786.15929],[6144],[],[4096 4096],[],[],[],99,-9,99,58784.51172,[],[],[],[],[],[],811757,[0.0917955],[],[0.08179246 0.08971181],0.045686655,[],[],[],0.745699397,2.837955262,1,/projects/caps/uiucsn/elcid/sssundar/bulla-lightcurves-ztf-simlib-with-host-ext/862.fits,1.427069916,6.225026527,0.899999976,0.039999999
863,-9,56.25315857,34.5709343,1,1,1,-9,0,2159,0,7,SIMSED.BULLA-BNS-M2-2COMP       ,0.02877089,1,0,99,-9,99,58784.72266,324.612915,0.018852228,1,0.020832853,0.020832853,-9,3,-9,452,0,UNKNOWN ,358.0675964,"[1.0064500000007683, 0.9923100000014529, 1.0009299999946961, 1.0004200000039418, 3.9619800000000396, 1.0253000000011525, 0.9922499999956926, 0.9966399999975692, 0.004230000005918555, 2.0108299999992596]",[],"[1.0069099999964237, 0.9923600000038277, 1.0008899999957066, 1.0003800000049523, 0.9896999999982654, 0.009819999999308493, 2.00731999999698, 0.9406300000046031, 5.164810000002035, 0.9625499999965541]",[1496.8679],[],[2122.0415 1585.6362],[74.99545],[],[ 95.36648 119.15064],-9,-9,2159,[19.562042],[],[19.183115 19.49949 ],[0.05441032],[],[0.04880583 0.0816061 ],1.000675,,0.99637,1.000675,,0.99637,[58785.17435],[],[58785.14712 58786.15403],[6144],[],[4096 4096],[],[],[],99,-9,99,58784.72266,[],[],[],[],[],[],812160,[0.05010158],[],[0.04494091 0.07514375],0.020832853,[],[],[],0.386573126,3.197903688,1,/projects/caps/uiucsn/elcid/sssundar/bulla-lightcurves-ztf-simlib-with-host-ext/863.fits,0.286702861,0.980166785,0.899999976,0.01
864,-9,53.15641022,32.8073616,1,1,1,-9,0,3738,0,7,SIMSED.BULLA-BNS-M2-2COMP       ,0.019388849,1,0,99,-9,99,58257.27344,271.1933899,0.008457927,1,0.007660725,0.007660725,-9,3,-9,221,0,UNKNOWN ,-323.1376343,"[3.064539999999397, 5.018259999997099, 2.8728899999987334, 3.0675200000041514]",[],"[7.913939999998547, 3.0299900000027264, 2.9546399999962887]",[12775.249],[],[26522.088],[120.656006],[],[185.94113],-9,-9,3738,[17.234077],[],[16.44098],[0.01025674],[],[0.00761373],3.06603,,3.02999,3.06603,,3.02999,[58258.37],[],[58258.42804],[4096],[],[6144],[],[],[],99,-9,99,58257.27344,[],[],[],[],[],[],813739,[0.00944451],[],[0.0070108],0.007660725,[],[],[],0.045324271,4.494266009,1,/projects/caps/uiucsn/elcid/sssundar/bulla-lightcurves-ztf-simlib-with-host-ext/864.fits,0.067567553,0.225735727,0.400000006,0.050000001
865,-9,27.03824997,34.72002411,1,1,1,-9,0,7971,0,7,SIMSED.BULLA-BNS-M2-2COMP       ,0.025252989,1,0,99,-9,99,58427.64063,296.8834534,0.020163223,1,0.022598406,0.022598406,-9,3,-9,323,0,UNKNOWN ,489.4234009,"[0.0013699999981326982, 1.008349999996426, 0.008000000001629815, 0.9520300000003772, 0.0004600000029313378, 0.9745599999951082, 0.0004600000029313378, 1.0647600000011153, 0.0022899999967194162, 0.9784599999984493, 0.9923699999999371, 0.99377000000095, 0.0004600000029313378, 0.9993499999982305]",[],"[0.0004600000029313378, 0.9882499999948777, 0.00044999999954598024, 1.0019400000019232, 0.0004600000029313378, 1.040979999997944, 0.00044999999954598024, 0.9560500000006869, 0.0004600000029313378, 1.001429999996617, 0.0009300000019720756, 2.995360000000801, 0.0013599999947473407]",[1174.1532  1199.488    768.97845  750.788  ],[],[1504.6167 1993.6771 2344.8118 2042.764   741.3108  956.2465],[91.59796 93.8892  72.35482 76.18606],[],[128.30641  122.95762   88.91656   88.015114  85.50702   89.764305],-9,-9,7971,[19.825687 19.80251  20.285215 20.311207],[],[19.556435 19.250862 19.07473  19.224453 20.324999 20.048576],[0.08472095 0.08500598 0.10218405 0.11020162],[],[0.09260881 0.06697773 0.04118172 0.04679171 0.12526543 0.10194446],0.963295,,0.00136,0.963295,,0.00136,[58428.15295 58428.15432 58429.16267 58429.17067],[],[58428.09983 58428.10029 58429.08854 58429.08899 58430.09093 58430.09139],[6144 4096 4096 4096],[],[4096 4096 4096 4096 4096 4096],[],[],[],99,-9,99,58427.64063,[],[],[],[],[],[],817972,[0.07801193 0.07827439 0.09409213 0.10147479],[],[0.08527515 0.06167379 0.03792055 0.04308629 0.11534571 0.09387151],0.022598406,[],[],[],0.909065779,2.959118637,1,/projects/caps/uiucsn/elcid/sssundar/bulla-lightcurves-ztf-simlib-with-host-ext/865.fits,1.372005817,4.818130091,0.600000024,0.050000001
866,-9,-11.29650021,34.03718948,1,1,1,-9,0,8003,0,7,SIMSED.BULLA-BNS-M2-2COMP       ,0.08361809,1,0,99,-9,99,58335.86719,228.3742371,0.014819008,1,0.014732298,0.014732298,-9,3,-9,6,0,UNKNOWN ,160.916748,[],[],[],[],[],[2433.451],[],[],[98.25577],-9,-9,8003,[],[],[19.034443],[],[],[0.04384957],,,,,,,[],[],[58336.19183],[],[],[4096],[],[],[],99,-9,99,58335.86719,[],[],[],[],[],[],818004,[],[],[0.04037713],0.014732298,[],[],[],6.54486898,0.785989904,1,/projects/caps/uiucsn/elcid/sssundar/bulla-lightcurves-ztf-simlib-with-host-ext/866.fits,10.60250514,39.38431615,0,0.02
867,-9,50.62770844,35.27066422,1,1,1,-9,0,8042,0,7,SIMSED.BULLA-BNS-M2-2COMP       ,0.008573784,1,0,99,-9,99,58371.73047,56.50411987,0.025926294,1,0.02618129,0.02618129,-9,3,-9,324,0,UNKNOWN ,-45.1854248,"[0.9708200000022771, 1.0296899999957532, 0.9929899999988265, 1.0253700000030221, 0.9175499999983003, 1.0978400000021793, 0.9774800000013784, 2.9845100000020466, 1.021839999993972, 1.0212400000018533, 0.974659999999858, 1.046280000002298, 0.7615999999979977, 1.1272600000011153, 0.9971299999961047, 0.997590000006312]",[],"[0.9793799999970361, 1.0170300000027055, 0.9184299999978975, 1.0272699999986799, 1.0103700000036042, 0.9759799999956158, 1.006520000002638, 1.024940000002971, 2.0423399999999674, 1.021789999998873, 0.9916200000006938, 0.9946700000000419, 0.9330300000001444, 1.0057299999971292, 1.0448699999978999, 0.9988999999986845]",[444.65338],[],[907.06195],[44.2227],[],[58.690933],-9,-9,8042,[20.879946],[],[20.105907],[0.10800738],[],[0.07026902],1.009415,,1.006125,1.009415,,1.006125,[58372.45566],[],[58372.49287],[4096],[],[6144],[],[],[],99,-9,99,58371.73047,[],[],[],[],[],[],818043,[0.09945431],[],[0.06470444],0.02618129,[],[],[],0.327031157,3.536983963,1,/projects/caps/uiucsn/elcid/sssundar/bulla-lightcurves-ztf-simlib-with-host-ext/867.fits,0.48296905,1.660558565,0.600000024,0.050000001
868,-9,67.35585022,32.92113495,1,1,1,-9,0,9458,0,7,SIMSED.BULLA-BNS-M2-2COMP       ,0.240876794,1,0,99,-9,99,58795.37891,5.433640003,0.008892075,1,0.010119599,0.010119599,-9,3,-9,522,0,UNKNOWN ,188.5538177,"[1.0285299999959534, 0.8999299999995856, 2.107349999998405, 0.9662200000020675, 0.9843800000016927, 2.008009999997739, 0.9963800000041374, 6.012599999994563, 0.9391000000032363]",[],"[0.8175800000026356, 0.9983999999967637, 1.07843000000139, 0.01984999999694992, 1.0298099999999977, 1.0558100000052946, 0.021619999999529682, 0.9370399999970687, 0.03889999999955762, 1.9431299999996554, 0.9775200000003679, 1.001750000003085, 1.0153099999952246, 4.89375000000291, 1.049829999996291]",[8780.567  3302.9553],[],[19285.633  12692.564   4410.3784  4140.166   1994.8103],[203.06743 198.68506],[],[222.12895 184.10516 203.3149  185.25148 187.16896],-9,-9,9458,[17.641193 18.702744],[],[16.786915 17.241127 18.38881  18.457455 19.250246],[0.02511583 0.06532694],[],[0.01250838 0.01575239 0.05006372 0.048593   0.10189715],0.99638,,1.00175,0.99638,,1.00175,[58796.19185 58797.22038],[],[58796.11927 58797.11767 58798.1961  58798.21595 58799.24576],[6144 4096],[],[4096 4096 4096 4096 4096],[],[],[],99,-9,99,58795.37891,[],[],[],[],[],[],819459,[0.02312692 0.06015372],[],[0.01151785 0.01450496 0.04609919 0.04474494 0.09382795],0.010119599,[],[],[],0.141873948,4.144011544,1,/projects/caps/uiucsn/elcid/sssundar/bulla-lightcurves-ztf-simlib-with-host-ext/868.fits,0.03762129,0.126402825,1,0.050000001
